NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,R,DIST,STAR,MSTAR,RSTAR,TEFF,HD,HR,HIPP,GL
,mjupiter,au,day,,deg,jd,m/s,,,,,rjupiter,pc,,msun,rsun,k,,,,
HD 154672 b,5.00638,0.598618,163.94,0.61,265,2453045.3,225,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,,64.7668,HD 154672,1.06,1.31501,5714,154672,,83983,
Kepler-52 b,,0.0630945,7.8773565,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.187182,,Kepler-52,0.54,0.52,4075,,,,
OGLE-TR-10 b,0.626643,0.0434855,3.101278,0,90,2452070.222,80,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Konacki 2005,http://adsabs.harvard.edu/abs/2005ApJ...624..372K,1.25,,OGLE-TR-10,1.14,1.17,5950,,,,
gamma Leo A b,10.3722,1.29554,428.5,0.144,206.7,2451236,208.3,Han 2010,http://adsabs.harvard.edu/abs/2010A%26A...509A..24H,Han 2010,http://adsabs.harvard.edu/abs/2010A%26A...509A..24H,,39.8883,gamma Leo A,1.57,27.4346,4428,89484,4057,50583,
NN Ser c,2.24099,6.15467,5571,0.22,39,2453155,26.3,Horner 2012,http://adsabs.harvard.edu/abs/2012MNRAS.425..749H,Beuermann 2010,http://adsabs.harvard.edu/abs/2010A%26A...521L..60B,,,NN Ser,,,,,,,
HAT-P-2 b,8.85612,0.0679088,5.6334729,0.5171,185.22,2454388.0774003,983.9,Pal 2010,http://adsabs.harvard.edu/abs/2010MNRAS.401.2665P,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...670..826B,1.157,114.416,HAT-P-2,1.308,1.506,6290,147506,,80076,
HAT-P-24 b,0.685652,0.0465021,3.35524,0.067,197,2455214.549,83,Kipping 2010,http://adsabs.harvard.edu/abs/2010ApJ...725.2017K,Kipping 2010,http://adsabs.harvard.edu/abs/2010ApJ...725.2017K,1.242,396,HAT-P-24,1.191,1.317,6373,,,,
HD 11506 b,4.7347,2.60488,1405,0.3,262,2453603,80,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,,51.7063,HD 11506,1.19,1.26275,6058,11506,,8770,
tau Boo b,5.95,0.0480039,3.312433,0.023,90,2455652.108,466.4,Brogi 2012,http://adsabs.harvard.edu/abs/2012Natur.486..502B,Butler 1997,http://adsabs.harvard.edu/abs/1997ApJ...474L.115B,,15.6177,tau Boo,1.341,1.41847,6387.49,120136,5185,67275,527
HD 34445 b,0.790506,2.06642,1049,0.27,104,2453781,15.7,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,,46.4684,HD 34445,1.069,1.39357,5836,34445,,24681,
OGLE-2007-BLG-368L b,,,,,,,,Sumi 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1641S,Sumi 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1641S,,5900,OGLE-2007-BLG-368L,0.64,,,,,,
HD 125612 b,3.06805,1.3728,559.40487,0.45899,41.4902,2454894.84807,79.793,Lo Curto 2010 (corrected: priv. comm.),http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,,54.2005,HD 125612,1.1,1.0426,5897,125612,,70123,
Kepler-20 f,0,0.137859,19.57706,0,,2454968.219,,Fressin 2012,http://adsabs.harvard.edu/abs/2012Natur.482..195F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0918085,290,Kepler-20,0.912,0.944,5466,,,,
42 Dra b,3.73203,1.16693,479.1,0.38,218.7,2452757.4,110.5,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D,,96.5251,42 Dra,0.92,22.04,4200,170693,,90344,
Kepler-53 b,,0.136705,18.6489525,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.257599,,Kepler-53,0.98,0.89,5858,,,,
Kepler-11 b,0.01352,0.0914497,10.3039,0.045,45,2455588.553,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,0.1604,,Kepler-11,0.961,1.065,5663,,,,
HD 153950 b,2.74209,1.28031,499.4,0.34,308.2,2454502,69.15,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,,49.5295,HD 153950,1.12,1.15135,6076,153950,,83547,
Kepler-69 b,,0.104565,13.722341,0.16,,2454964.681,,Barclay 2013,http://adsabs.harvard.edu/abs/2013ApJ...768..101B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.199661,,Kepler-69,0.81,0.93,5638,,,,
Kepler-27 c,0,0.168484,31.3309,0,90,2454986.4274,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.436759,,Kepler-27,0.65,0.59,5400,,,,
HD 16141 b,0.249652,0.355656,75.523,0.252,42,2450338,11.99,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2000,http://adsabs.harvard.edu/abs/2000ApJ...536L..43M,,38.956,HD 16141,1.052,2.05,5793.95,16141,,12048,9085
Kepler-7 b,0.436942,0.0622369,4.885525,0,90,2454967.27571,42.9,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L,1.478,,Kepler-7,1.347,1.843,5933,,,,
WASP-24 b,1.08429,0.0365155,2.3412127,0,90,2455081.37941,148.2,Simpson 2011,http://adsabs.harvard.edu/abs/2011MNRAS.414.3023S,Street 2010,http://adsabs.harvard.edu/abs/2010ApJ...720..337S,1.3,,WASP-24,1.184,1.331,6075,,,,
HAT-P-29 b,0.778006,0.0666842,5.723186,0.095,169,2455198.664,78.3,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,1.107,322,HAT-P-29,1.207,1.224,6087,,,,
Kepler-38 b,,0.429659,105.595,0,,,,Orosz 2012,http://adsabs.harvard.edu/abs/2012ApJ...758...87O,Orosz 2012,http://adsabs.harvard.edu/abs/2012ApJ...758...87O,0.387735,,Kepler-38,0.949,1.757,5623,,,,
HD 204313 d,1.60642,3.94498,2831.6,0.28,247,2446376.9,23.7,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...50R,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...50R,,47.4834,HD 204313,1.02,,5767,204313,,106006,
HD 50554 b,4.39876,2.26097,1224,0.444,7.4,2450646,91.5,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Fischer 2002,http://adsabs.harvard.edu/abs/2002PASP..114..529F,,29.9133,HD 50554,1.025,1.25271,5928.79,50554,,33212,
HD 11964 c,0.0770689,0.226601,37.910254,0.301733,101.941,2454366.648,4.64578,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,,32.8515,HD 11964,1.08,1.76025,5372,11964,,9094,81.1
HD 13189 b,7.12332,1.25186,471.6,0.27,160.7,2452327.9,173.3,Hatzes 2005,http://adsabs.harvard.edu/abs/2005A&A...437..743H,Hatzes 2005,http://adsabs.harvard.edu/abs/2005A&A...437..743H,,1851.85,HD 13189,1.17,32.3233,4337,13189,,10085,
HD 60532 b,1.0348,0.759258,201.3,0.28,351.9,2453987,29.3,Desort 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..883D,Desort 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..883D,,25.2972,HD 60532,1.44,2.35065,6095,60532,2906,36795,279
HAT-P-11 b,0.0825071,0.0525443,4.8878162,0.198,355.2,2454609.800713,11.6,Bakos 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B,Bakos 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B,0.422,37.4672,HAT-P-11,0.81,0.75,4780,,,97657,
HD 104067 b,0.185935,0.264333,55.806,0,90,2454043.15,11.56,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S,,21.0659,HD 104067,0.791,0.858425,4969,104067,,58451,
HD 20794 b,0.00848679,0.120738,18.315,0,0,2454774.806,0.83,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,,6.04339,HD 20794,0.7,1.22683,5401,20794,1008,15510,
HD 195019 b,3.57989,0.136688,18.20132,0.0138,231,2451015.5,271.5,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Fischer 1999,http://adsabs.harvard.edu/abs/1999PASP..111...50F,,38.5208,HD 195019,1.025,1.34728,5788.16,195019,,100970,
GJ 832 b,0.644279,3.4032,3416,0.12,304,2451211,14.9,Bailey 2009,http://adsabs.harvard.edu/abs/2009ApJ...690..743B,Bailey 2009,http://adsabs.harvard.edu/abs/2009ApJ...690..743B,,4.95368,GJ 832,0.45,,,204961,,106440,832
GJ 667 C b,0.0171709,0.0504235,7.199,0.09,356,2454443,3.8,Delfosse 2013,http://adsabs.harvard.edu/abs/2013A%26A...553A...8D,Bonfils 2011,http://arxiv.org/abs/1111.5019,,7.23589,GJ 667 C,0.33,,3600,,,,667
CoRoT-19 b,1.10724,0.0516604,3.89713,0.047,,,126,Guenther 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A.136G,Guenther 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A.136G,1.29,770.001,CoRoT-19,1.21,1.65,6090,,,,
alpha Ari b,1.71662,1.1296,380,0.25,89.16,2451213.52,41.1,Lee 2011,http://adsabs.harvard.edu/abs/2011A%26A...529A.134L,Lee 2011,http://adsabs.harvard.edu/abs/2011A%26A...529A.134L,,20.1776,alpha Ari,1.33,13.7883,4513,12929,617,9884,9072
61 Vir b,0.016075,0.05006,4.215,0.12,105,2453367.2224322916,2.12,Vogt 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1366V,Vogt 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1366V,,8.55505,61 Vir,0.942,0.978547,5571,115617,5019,64924,
HD 210702 b,1.86459,1.17218,354.29,0.036,282.3,2454142.6,37.45,Bowler 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..396B,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...665..785J,,54.9451,HD 210702,1.71,5.17,5000,210702,,109577,
HD 62509 b,2.75822,1.75739,589.64001,0.02,354.58,2447739.02,41,Hatzes 2006,http://adsabs.harvard.edu/abs/2006A%26A...457..335H,Hatzes 1993,http://adsabs.harvard.edu/abs/1993ApJ...413..339H,,10.3584,HD 62509,2.08,8.15609,4935,62509,2990,37826,286
HAT-P-4 b,0.671507,0.0443853,3.056536,0,90,2454245.8154,81.1,Kovacs 2007,http://adsabs.harvard.edu/abs/2007ApJ...670L..41K,Kovacs 2007,http://adsabs.harvard.edu/abs/2007ApJ...670L..41K,1.274,313.48,HAT-P-4,1.248,1.596,5860,,,,
HAT-P-21 b,4.07346,0.0494951,4.124481,0.228,309,2454995.014,548.3,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,1.024,254,HAT-P-21,0.947,1.105,5588,,,,
alpha Cen B b,0.00354639,0.0418506,3.2357,0,0,2455280.17,0.51,Dumusque 2012,http://adsabs.harvard.edu/abs/2012Natur.491..207D,Dumusque 2012,http://adsabs.harvard.edu/abs/2012Natur.491..207D,,1.25483,alpha Cen B,0.934,0.91,5214,128621,5460,71681,559
mu Ara b,1.74552,1.5273,643.25,0.128,22,2452365.6,37.78,Pepe 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P,Butler 2001,http://adsabs.harvard.edu/abs/2001ApJ...555..410B,,15.5111,mu Ara,1.147,1.25035,5784.28,160691,6585,86796,
WASP-45 b,1.00188,0.0405459,3.1260876,0,90,2455441.26925,148.3,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,1.16,,WASP-45,0.909,0.945,5140,,,,
HD 73526 c,2.4209,1.02831,377.8,0.14,13,2451126.0757555556,68,Tinney 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..594T,Tinney 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..594T,,100.705,HD 73526,1.014,1.45542,5583.74,73526,,42282,
Kepler-17 b,2.47651,0.0267923,1.4857108,0,90,2455185.678035,399,Desert 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...14D,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,1.33,800,Kepler-17,1.16,1.05,5781,,,,
14 Her b,5.21486,2.93362,1773.4,0.369,22.6,2451372.7,90,Wittenmeyer 2007,http://adsabs.harvard.edu/abs/2007ApJ...654..625W,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,,17.5716,14 Her,1.066,0.912364,5387.61,145675,,79248,614
HAT-P-33 b,0.76507,0.0502683,3.474474,0.148,96,2455100.545,82.8,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,1.827,419.001,HAT-P-33,1.403,1.777,6401,,,,
OGLE-05-169L b,,3.41991,3300,,,,,Gould 2006,http://adsabs.harvard.edu/abs/2006ApJ...644L..37G,Gould 2006,http://adsabs.harvard.edu/abs/2006ApJ...644L..37G,,2700,OGLE-05-169L,0.49,,,,,,
HIP 79431 b,2.11299,0.358346,111.7,0.29,287.4,2454980.3,149.5,Apps 2010,http://adsabs.harvard.edu/abs/2010PASP..122..156A,Apps 2010,http://adsabs.harvard.edu/abs/2010PASP..122..156A,,14.3968,HIP 79431,0.49,,3191,,,79431,
HD 171238 b,2.60901,2.54268,1523,0.4,47,2455062,52.2,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,,50.2765,HD 171238,0.943,1.05059,5467,171238,,91085,
HIP 5158 b,1.42633,0.887919,345.72,0.52,252,2454580.49,57,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,,41.1862,HIP 5158,0.78,0.986271,4962,,,5158,
WASP-46 b,2.08495,0.0244921,1.43037,0,90,2455392.31553,387,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,1.31,,WASP-46,0.956,0.917,5620,,,,
GJ 849 b,0.830886,2.35317,1882,0.04,355,2451488,22,Bonfils 2011,http://arxiv.org/abs/1111.5019,Butler 2006,http://adsabs.harvard.edu/abs/2006PASP..118.1685B,,9.09587,GJ 849,0.49,,,,,109388,849
HAT-P-1 b,0.531143,0.0553326,4.4652934,0,90,2454363.94656,60.3,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...656..552B,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...656..552B,1.242,155.279,HAT-P-1,1.133,1.135,5975,,,,
OGLE2-TR-L9 b,4.50213,0.0413279,2.4855335,0,90,2454492.79765,510,Snellen 2009,http://adsabs.harvard.edu/abs/2009A%26A...497..545S,Snellen 2009,http://adsabs.harvard.edu/abs/2009A%26A...497..545S,1.61,,OGLE2-TR-L9,1.52,1.53,6933,,,,
Kepler-54 b,,0.0626016,8.0109434,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.187182,,Kepler-54,0.51,0.5,3705,,,,
WASP-22 b,0.559004,0.0468682,3.53269,0.023,27,2454779.641,70,Maxted 2010,http://adsabs.harvard.edu/abs/2010AJ....140.2007M,Maxted 2010,http://adsabs.harvard.edu/abs/2010AJ....140.2007M,1.12,303.03,WASP-22,1.1,1.13,6000,,,,
PSR B1257+12 b,,0.168494,25.262,0,90,2449765.1,,Konacki 2003,http://adsabs.harvard.edu/abs/2003ApJ...591L.147K,Wolszczan 1992,http://adsabs.harvard.edu//abs/1992Natur.355..145W,,,PSR B1257+12,,,,,,,
WASP-2 b,0.904818,0.0312729,2.1522254,0,90,2453991.51428,155,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Collier-Cameron 2007,http://adsabs.harvard.edu/abs/2007MNRAS.375..951C,1.077,165.837,WASP-2,0.88,0.84,5200,,,,
HD 164922 b,0.357927,2.10091,1155,0.05,195,2451100,7.3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,22.119,HD 164922,0.927,0.899472,5385.36,164922,,88348,700.2
Kepler-30 c,0,0.300013,60.3231,0.0111,311,2455334.736,,Sanchis-Ojeda 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,1.09635,,Kepler-30,0.99,0.95,5498,,,,
tau Gru b,1.2147,2.51797,1311,0.07,100,2450870,19.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2003,http://adsabs.harvard.edu/abs/2003MNRAS.341..948J,,32.6158,tau Gru,1.238,1.54911,5999.24,216435,8700,113044,
WASP-34 b,0.581308,0.0520747,4.3176782,0.038,319.8,2454646.032649,72.1,Smalley 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.130S,Smalley 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.130S,1.22,120,WASP-34,1.01,0.93,5700,,,,
HD 96063 b,1.14167,1.11312,361.1,0,90,2455260,25.9,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,158,HD 96063,1.41,3.66196,5131,96063,,54158,
HAT-P-22 b,2.14822,0.0414094,3.21222,0.016,156,2454930.794,313.3,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,1.08,82.0001,HAT-P-22,0.916,1.04,5302,233731,,,
CoRoT-7 b,0.0155646,0.0171897,0.853585,0,90,2454398.0767,3.5,Queloz 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..303Q,Queloz 2009 ; Leger 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..303Q ; http://adsabs.harvard.edu/abs/2009A%26A...506..287L,0.1498,149.925,CoRoT-7,0.93,0.87,5275,,,,
HD 5608 b,1.47372,1.98519,792.6,0.19,269,2452327,23.5,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,,56.3698,HD 5608,1.66,5.5,4911,5608,275,4552,
HATS-1 b,1.85957,0.0444708,3.446459,0.12,123.417,2455241.542,254.1,Penev 2013,http://adsabs.harvard.edu/abs/2013AJ....145....5P,Penev 2013,http://adsabs.harvard.edu/abs/2013AJ....145....5P,1.302,303,HATS-1,0.986,1.038,5870,,,,
HD 80606 b,3.89024,0.447343,111.4367,0.934,300.6,2454424.857,472,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...498L...5M,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375L..27N,1.029,58.4795,HD 80606,0.958,0.98,5572.51,80606,,45982,
Kepler-45 b,0.510798,0.0298817,2.455239,0.11,230,2455001.441,110,Johnson 2012,http://adsabs.harvard.edu/abs/2012AJ....143..111J,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.96,333,Kepler-45,0.59,0.55,3820,,,,
Kepler-68 b,0.0238819,0.061775,5.398763,0,90,2455006.85729,2.63,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.205901,135,Kepler-68,1.079,1.243,5793,,,,
WASP-78 b,0.877779,0.0361391,2.17517656,0,90,2455882.35904,113.8,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,1.7,550,WASP-78,1.33,2.2,6100,,,,
HD 86264 b,6.62738,2.84117,1475,0.7,306,2455172,132,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,,68.7758,HD 86264,1.4,1.49917,6326,86264,,48780,
HD 82943 c,1.98927,0.742817,219.5,0.359,127,2450969.8676649304,66,Lee 2006,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,,27.4725,HD 82943,1.133,1.09738,5997.1,82943,,47007,
GJ 581 d,0.0191104,0.217717,66.64,0.25,356,2454805.7,2.16,Forveille 2011,http://xxx.lanl.gov/abs/1109.2505,Udry 2007,http://adsabs.harvard.edu/abs/2007A%26A...469L..43U,,6.24532,GJ 581,0.31,0.299,3498,,,74995,581
iota Hor b,2.04683,0.92376,302.8,0.14,346,2451227,57.1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Kurster 2000,http://adsabs.harvard.edu/abs/2000A%26A...353L..33K,,17.1674,iota Hor,1.145,1.21047,6097.36,17051,810,12653,
HD 37124 d,0.68665,2.80658,1862,0.16,0,2448558,12.8,Wright 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...93W,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,,33.67,HD 37124,0.85,0.772275,5500.24,37124,,26381,209
HD 192263 b,0.639382,0.152945,24.3556,0.055,200,2450994.3,51.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Santos 2000,http://adsabs.harvard.edu/abs/2000A%26A...356..599S,,19.3162,HD 192263,0.804,0.7401,4975.16,192263,,99711,
HD 204313 b,3.50088,3.07131,1920.1,0.23,298,2452111.6,57,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...50R,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,,47.3709,HD 204313,1.045,1.12584,5767,204313,,106006,
Kepler-53 c,,0.221868,38.5583038,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.282556,,Kepler-53,0.98,0.89,5858,,,,
TrES-3 b,1.87299,0.0227178,1.30618581,0,90,2454185.9101,369,Sozzetti 2009,http://adsabs.harvard.edu/abs/2009ApJ...691.1145S,O'Donovan 2007,http://adsabs.harvard.edu/abs/2007ApJ...663L..37O,1.336,245.098,TrES-3,0.915,0.812,5650,,,,
HIP 14810 b,3.87441,0.0692271,6.673859,0.142483,159.48,2453988.253,424.329,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,53.4474,HIP 14810,0.99,1.31998,5485,,,14810,
Kepler-10 c,0,0.239651,45.29485,,90,2454971.6861,,Fressin 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....5F,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,0.198671,173,Kepler-10,0.895,1.056,5627,,,,
HD 90156 b,0.0565295,0.249855,49.77,0.31,113,2454775.1,3.69,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,,22.3514,HD 90156,0.84,0.920961,5599,90156,,50921,
Pr 211 b,1.84394,0.0320419,2.1451,0,90,2456013.9889,299.9,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q,,170,Pr 211,0.952,0.868,5326,,,,
Kepler-6 b,0.668332,0.0456089,3.234723,0,90,2454954.48636,80.9,Dunham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.136D,Dunham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.136D,1.323,,Kepler-6,1.209,1.391,5647,,,,
24 Sex c,1.51716,2.24032,910,0.412,172,2454941,23.5,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,,77.4593,24 Sex,1.81,3.92062,5069,90043,,50887,
HD 60532 c,2.46312,1.57999,604,0.02,151,2453732,46.4,Desort 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..883D,Desort 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..883D,,25.2972,HD 60532,1.44,2.35065,6095,60532,2906,36795,279
HD 68988 b,1.79992,0.0692771,6.27711,0.1249,31.4,2451548.84,184.7,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,,54.5256,HD 68988,1.124,1.10962,5960.48,68988,,40687,
Kepler-84 b,,0.107552,12.883,,,,,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,0.211,,Kepler-84,1,1.43,5755,,,,
HAT-P-26 b,0.0586313,0.0478684,4.234516,0.124,54,2455304.319,8.5,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..138H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..138H,0.565,134,HAT-P-26,0.816,0.788,5079,,,,
Kepler-20 e,0,0.063351,6.098493,0,,2454968.9336,,Fressin 2012,http://adsabs.harvard.edu/abs/2012Natur.482..195F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0773688,290,Kepler-20,0.912,0.944,5466,,,,
HD 149143 b,1.32811,0.0530508,4.072,0.016,0,2453483.9,149.6,Fischer 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F,Fischer 2006 ; da Silva 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F ; http://adsabs.harvard.edu/abs/2006A%26A...446..717D,,62.0347,HD 149143,1.2,1.71219,5884,149143,,81022,
Kepler-62 d,,0.119499,18.16406,0.0948683,108.435,2455014.579,,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.173812,368,Kepler-62,0.69,0.64,4925,,,,
